id,name,type,frameType,desc,atk,def,level,race,attribute,archetype,banlist_info,Set Code,Set_Rarity,Set_Name,Set_Price
77585513,Jinzo,Effect Monster,effect,"Trap Cards, and their effects on the field, cannot be activated. Negate all Trap effects on the field.",2400.0,1500.0,6.0,Machine,DARK,Jinzo,{'ban_goat': 'Limited'},SBCB-EN147,(C),Speed Duel: Battle City Box,1.41
55256016,Judgment of Anubis,Trap Card,trap,"When your opponent activates a Spell Card that would destroy a Spell/Trap Card(s) on the field: Discard 1 card; negate the activation, and if you do, destroy it, then you can destroy 1 face-up monster your opponent controls, and if you do that, inflict damage to your opponent equal to the destroyed monster's ATK on the field.",,,,Counter,,,,SBCB-EN194,(C),Speed Duel: Battle City Box,1.25
52824910,Kaiser Glider,Effect Monster,effect,Cannot be destroyed by battle with a monster that has the same ATK. If this card is destroyed and sent to the Graveyard: Target 1 monster on the field; return that target to the hand.,2400.0,2200.0,6.0,Dragon,LIGHT,,,SBCB-EN096,(C),Speed Duel: Battle City Box,1.16
54878498,Kelbek,Effect Monster,effect,A monster that attacks this card returns to the hand. Damage calculation is applied normally.,1500.0,1800.0,4.0,Fairy,EARTH,,,SBCB-EN130,(C),Speed Duel: Battle City Box,1.08
80441106,Keldo,Effect Monster,effect,"When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.",1200.0,1600.0,4.0,Fairy,EARTH,,,SBCB-EN127,(C),Speed Duel: Battle City Box,1.06
88240808,Kycoo the Ghost Destroyer,Effect Monster,effect,When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.,1800.0,700.0,4.0,Spellcaster,DARK,,,SBCB-EN006,(C),Speed Duel: Battle City Box,2.57
97590747,La Jinn the Mystical Genie of the Lamp,Normal Monster,normal,A genie of the lamp that is at the beck and call of its master.,1800.0,1000.0,4.0,Fiend,DARK,,,SBCB-EN090,(C),Speed Duel: Battle City Box,0.95
55226821,Lightning Blade,Spell Card,spell,Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.,,,,Equip,,,,SBCB-EN158,(C),Speed Duel: Battle City Box,1.12
74003290,Lost Wind,Trap Card,trap,"Target 1 face-up Special Summoned monster on the field; negate its effects, also its original ATK is halved. If a monster is Special Summoned from your opponent's Extra Deck, while this card is in your GY (except during the Damage Step): You can Set this card, but banish it when it leaves the field.",,,,Normal,,,,SBCB-EN146,(C),Speed Duel: Battle City Box,1.63
300302003,Low Blow,Skill Card,skill,"Activate this Skill during your Main Phase. Once per Duel, you can make 1 monster on the field lose 500 ATK/DEF until the end of this turn.",,,,Andrew,,,,SBCB-ENS19,(C),Speed Duel: Battle City Box,1.32
42940404,Machina Gearframe,Union Effect Monster,effect,"When this card is Normal Summoned: You can add 1 ""Machina"" monster from your Deck to your hand, except ""Machina Gearframe"". Once per turn, you can either: Target 1 Machine monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead.",1800.0,0.0,4.0,Machine,EARTH,Machina,,SBCB-EN071,(C),Speed Duel: Battle City Box,2.55
78349103,Machina Peacekeeper,Union Effect Monster,effect,"When this card on the field is destroyed and sent to the GY: You can add 1 Union monster from your Deck to your hand. Once per turn, you can either: Target 1 Machine monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. If the equipped monster would be destroyed by battle or card effect, destroy this card instead.",500.0,400.0,2.0,Machine,EARTH,Machina,,SBCB-EN072,(C),Speed Duel: Battle City Box,1.11
25518020,Machine Assembly Line,Spell Card,spell,"All Machine-Type monsters on the field gain 200 ATK. Each time a face-up Machine-Type monster(s) on the field is destroyed by battle or card effect, place 2 Junk Counters on this card. You can send this card to the Graveyard, then target 1 Machine-Type monster in your Graveyard whose Level is less than or equal to the number of Junk Counters that were on this card; Special Summon that target.",,,,Continuous,,Junk,,SBCB-EN076,(C),Speed Duel: Battle City Box,1.22
70406920,Machine King - 3000 B.C.,Trap Card,trap,"Special Summon this card as an Effect Monster (Machine-Type/EARTH/Level 4/ATK 1000/DEF 1000). (This card is also still a Trap Card.) You cannot Normal or Special Summon other monsters the turn you activate this card. Once per turn, during your Main Phase: You can Tribute 1 Machine-Type monster; this card gains ATK equal to the ATK the Tributed monster had on the field, until the end of this turn.",,,,Continuous,,,,SBCB-EN197,(C),Speed Duel: Battle City Box,1.08
83746708,Mage Power,Spell Card,spell,The equipped monster gains 500 ATK and DEF for each Spell/Trap Card you control.,,,,Equip,,,{'ban_goat': 'Limited'},SBCB-EN100,(C),Speed Duel: Battle City Box,4.77
59344077,Magic Drain,Trap Card,trap,"When your opponent activates a Spell Card: They can discard 1 Spell Card to negate this card's effect, otherwise negate the activation of their Spell Card, and if you do, destroy it.",,,,Counter,,,,SBCB-EN104,(C),Speed Duel: Battle City Box,1.2
67227834,Magic Formula,Spell Card,spell,"Equip only to ""Dark Magician"" or ""Dark Magician Girl"". It gains 700 ATK. If this card is sent from the field to the GY: Gain 1000 LP.",,,,Equip,,Dark Magician,,SBCB-EN188,(C),Speed Duel: Battle City Box,1.14
81210420,Magical Hats,Trap Card,trap,"During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your Main Monster Zone. Special Summon them as Normal Monsters (ATK 0/DEF 0) in face-down Defense Position, Set the chosen monster if it is face-up, and shuffle them on the field. The 2 cards chosen from your Deck are destroyed at the end of the Battle Phase, and cannot remain on the field except during this Battle Phase.",,,,Normal,,,,SBCB-EN017,(C),Speed Duel: Battle City Box,1.13
300302013,Magician's Act,Skill Card,skill,"Activate 1 of the following Skills at the start of the Duel.
● Add 1 ""Dark Magician"" from your Deck to your hand, then shuffle 1 card from your hand into the Deck.
● Shuffle 1 ""Dark Magician"" from your hand into the Deck, then draw 1 card.
During your Main Phase, you can Tribute 1 monster whose original name is ""Dark Magician"" to draw 2 cards.
Each of these Skills can only be used once per Duel.",,,,Arkana,,,,SBCB-ENS09,(C),Speed Duel: Battle City Box,1.14
77133792,Magnet Conversion,Trap Card,trap,"Target up to 3 Level 4 or lower ""Magnet Warrior"" monsters in your Graveyard; add them to your hand. During either player's turn, except the turn this card was sent to the Graveyard: You can banish this card from your Graveyard, then target 1 of your banished Level 4 or lower ""Magnet Warrior"" monsters; Special Summon it.",,,,Normal,,Magnet Warrior,,SBCB-EN041,(C),Speed Duel: Battle City Box,1.2
17841166,Magnet Force,Trap Card,trap,"This turn, all monsters on the field whose original Types are Machine or Rock, are unaffected by your opponent's monster effects (except their own).",,,,Normal,,,,SBCB-EN040,(C),Speed Duel: Battle City Box,1.28
300302014,Magnetic Attraction,Skill Card,skill,"Apply the following Skill(s):
● When a Level 4 or lower ""Magnet Warrior"" monster is Normal Summoned, you can add 1 Level 4 or lower ""Magnet Warrior"" monster with a different name from your Deck to your hand.
● You can reveal 2 Level 4 or lower ""Magnet Warrior"" monsters with different names from your hand, and if you do, add 1 ""Valkyrion the Magna Warrior"" from your Deck to your hand.
Each of these Skills can only be used once per Duel.",,,,Yami Yugi,,,,SBCB-ENS15,(C),Speed Duel: Battle City Box,1.2
4740489,Magnetic Field,Spell Card,spell,"If you control a Level 4 or lower EARTH Rock-Type monster: You can target 1 Level 4 or lower ""Magnet Warrior"" monster in your Graveyard; Special Summon it. You can only use this effect of ""Magnetic Field"" once per turn. Once per turn, at the end of the Damage Step, when an EARTH Rock-Type monster you control battled an opponent's monster, but the opponent's monster was not destroyed by the battle: You can return that opponent's monster to the hand.",,,,Field,,Magnet Warrior,,SBCB-EN034,(C),Speed Duel: Battle City Box,2.81
93013676,Maha Vailo,Effect Monster,effect,This card gains 500 ATK for each Equip Card equipped to this card.,1550.0,1400.0,4.0,Spellcaster,LIGHT,,,SBCB-EN093,(C),Speed Duel: Battle City Box,1.13
77121851,Manticore of Darkness,Effect Monster,effect,"During the End Phase of the turn this card was sent to the Graveyard: You can send to the Graveyard 1 Beast, Beast-Warrior, or Winged Beast-Type monster from your hand or your side of the field; Special Summon this card from your Graveyard.",2300.0,1000.0,6.0,Beast-Warrior,FIRE,,{'ban_goat': 'Semi-Limited'},SBCB-EN049,(C),Speed Duel: Battle City Box,1.23
82432018,Mask of Brutality,Spell Card,spell,"The equipped monster gains 1000 ATK and loses 1000 DEF. During each of your Standby Phases, pay 1000 LP or destroy this card.",,,,Equip,,Mask,,SBCB-EN118,(C),Speed Duel: Battle City Box,1.09
57882509,Mask of Weakness,Trap Card,trap,Target 1 attacking monster; that target loses 700 ATK until the end of this turn.,,,,Normal,,Mask,,SBCB-EN123,(C),Speed Duel: Battle City Box,1.36
48948935,Masked Beast Des Gardius,Effect Monster,effect,"This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 2 monsters, including at least 1 ""Grand Tiki Elder"" or ""Melchid the Four-Face Beast"". When this card is sent from the field to the Graveyard, equip 1 ""The Mask of Remnants"" from your Deck to 1 monster on the field.",3300.0,2500.0,8.0,Fiend,DARK,Mask,,SBCB-EN107,(C),Speed Duel: Battle City Box,1.15
86569121,Melchid the Four-Face Beast,Normal Monster,normal,This monster has four different masks for four different attacks.,1500.0,1200.0,4.0,Fiend,DARK,Mask,,SBCB-EN110,(C),Speed Duel: Battle City Box,1.12
89208725,Metaverse,Trap Card,trap,"Take 1 Field Spell from your Deck, and either activate it or add it to your hand.",,,,Normal,,,,SBCB-EN020,(C),Speed Duel: Battle City Box,1.34
15800838,Mind Crush,Trap Card,trap,"Declare 1 card name; if that card is in your opponent's hand, they must discard all copies of it, otherwise you discard 1 random card.",,,,Normal,,,,SBCB-EN036,(C),Speed Duel: Battle City Box,1.43
22359980,Mirror Wall,Trap Card,trap,"Each of your opponent's monsters that conducted an attack while this card was face-up on the field has its ATK halved as long as this card remains on the field. During each of your Standby Phases, pay 2000 LP or destroy this card.",,,,Continuous,,,,SBCB-EN193,(C),Speed Duel: Battle City Box,1.29
75285069,Moisture Creature,Effect Monster,effect,"If you Tribute Summon this monster by Tributing 3 monsters on the field, destroy all Spell and Trap Cards on your opponent's side of the field.",2800.0,2900.0,9.0,Fairy,LIGHT,,,SBCB-EN133,(C),Speed Duel: Battle City Box,1.2
82108372,Mudora,Effect Monster,effect,This card gains 200 ATK for each Fairy-Type monster in your Graveyard.,1500.0,1800.0,4.0,Fairy,EARTH,,,SBCB-EN128,(C),Speed Duel: Battle City Box,1.1
1347977,Mysterious Guard,Flip Effect Monster,effect,"FLIP: Target 1 face-up monster on the field, and if you control a face-up Warrior-Type monster, you can target 1 additional face-up monster on the field; return the first target to the top of the Deck, then return the additional target (if any) to the hand if you still control a face-up Warrior-Type monster.",800.0,1200.0,3.0,Spellcaster,EARTH,,,SBCB-EN150,(C),Speed Duel: Battle City Box,1.08
14315573,Negate Attack,Trap Card,trap,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, then end the Battle Phase.",,,,Counter,,,,SBCB-EN103,(C),Speed Duel: Battle City Box,1.33
16226786,Night Assailant,Flip Effect Monster,effect,"FLIP: Target 1 monster your opponent controls; destroy that target.
When this card is sent from the hand to the Graveyard: Target 1 Flip Effect Monster in your Graveyard, except this card; return that target to the hand.",200.0,500.0,3.0,Fiend,DARK,,{'ban_goat': 'Semi-Limited'},SBCB-EN114,(C),Speed Duel: Battle City Box,1.86
300302015,No More Mrs. Nice Mai!,Skill Card,skill,"Once per turn, when your monster inflicts battle damage to your opponent, destroy 1 Spell/Trap on the field.",,,,Mai Valentine,,,,SBCB-ENS11,(C),Speed Duel: Battle City Box,1.13
71044499,Nobleman of Crossout,Spell Card,spell,"Target 1 face-down monster on the field; destroy that target, and if you do, banish it, then, if it was a Flip monster, each player reveals their Main Deck, then banishes all cards from it with that monster's name.",,,,Normal,,,{'ban_goat': 'Semi-Limited'},SBCB-EN138,(C),Speed Duel: Battle City Box,6.1
17449108,Nobleman of Extermination,Spell Card,spell,"Select, destroy, and remove from play 1 face-down Spell or Trap Card. If it was a Trap Card, both players must remove from play all copies of that card from their Decks.",,,,Normal,,,,SBCB-EN117,(C),Speed Duel: Battle City Box,1.16
10000000,Obelisk the Tormentor,Effect Monster,effect,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Neither player can target this card with card effects. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. You can Tribute 2 monsters; destroy all monsters your opponent controls. This card cannot declare an attack the turn this effect is activated.",4000.0,4000.0,10.0,Divine-Beast,DIVINE,Egyptian God,,SBCB-EN202,(ScR),Speed Duel: Battle City Box,3.35
14531242,Opticlops,Normal Monster,normal,"A one-eyed giant that serves the ""Dark Ruler Ha Des"", it skewers its enemies with its sharp horn, shattering them to pieces.",1800.0,1700.0,4.0,Fiend,DARK,,,SBCB-EN112,(C),Speed Duel: Battle City Box,1.09
73398797,Paladin of White Dragon,Ritual Effect Monster,ritual,"You can Ritual Summon this card with ""White Dragon Ritual"". At the start of the Damage Step, if this card attacks a face-down Defense Position monster: Destroy that face-down monster. You can Tribute this card; Special Summon 1 ""Blue-Eyes White Dragon"" from your hand or Deck, but ""Blue-Eyes White Dragons"" cannot attack for the rest of this turn.",1900.0,1200.0,4.0,Dragon,LIGHT,Blue-Eyes,,SBCB-EN185,(C),Speed Duel: Battle City Box,1.15
4849037,Performance of Sword,Ritual Monster,ritual,"This monster can only be Ritual Summoned with the Ritual Spell Card, ""Commencement Dance"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",1950.0,1850.0,6.0,Warrior,EARTH,,,SBCB-EN183,(C),Speed Duel: Battle City Box,1.07
71181155,Phantom Beast Cross-Wing,Effect Monster,effect,"While this card is in the Graveyard, ""Gazelle the King of Mythical Beasts"" and all ""Phantom Beast"" monsters on the field gain 300 ATK.",1300.0,1300.0,4.0,Beast-Warrior,LIGHT,,,SBCB-EN044,(C),Speed Duel: Battle City Box,1.12
34961968,Phantom Beast Thunder-Pegasus,Effect Monster,effect,"When your opponent's monster declares an attack, you can remove from play this card from your Graveyard to make the Battle Damage taken by 1 ""Gazelle the King of Mythical Beasts"" or ""Phantom Beast"" monster 0. When this happens, that monster is not destroyed by battle.",700.0,2000.0,4.0,Beast-Warrior,LIGHT,,,SBCB-EN046,(C),Speed Duel: Battle City Box,0.99
7576264,Phantom Beast Wild-Horn,Effect Monster,effect,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.",1700.0,0.0,4.0,Beast-Warrior,EARTH,,,SBCB-EN045,(C),Speed Duel: Battle City Box,1.11
88975532,Pitch-Black Warwolf,Effect Monster,effect,Your opponent cannot activate Trap Cards during the Battle Phase.,1600.0,600.0,4.0,Beast-Warrior,DARK,,,SBCB-EN178,(C),Speed Duel: Battle City Box,1.15
24094653,Polymerization,Spell Card,spell,"Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material.",,,,Normal,,,,SBCB-EN011,(C),Speed Duel: Battle City Box,2.03
300302016,Power of Friendship,Skill Card,skill,You take no effect damage from your opponent's card effects during your turn.,,,,Tea Gardner,,,,SBCB-ENS16,(C),Speed Duel: Battle City Box,1.1
13048472,Pre-Preparation of Rites,Spell Card,spell,"Add 1 Ritual Spell from your Deck to your hand, and add 1 Ritual Monster from your Deck or GY to your hand whose name is listed on that Ritual Spell. You can only activate 1 ""Pre-Preparation of Rites"" per turn.",,,,Normal,,,,SBCB-EN121,(C),Speed Duel: Battle City Box,3.56
72563071,Psychic Shockwave,Trap Card,trap,Activate only when your opponent activates a Trap Card. Discard 1 Spell/Trap Card to Special Summon 1 Level 6 DARK Machine-Type monster from your Deck.,,,,Normal,,,,SBCB-EN165,(C),Speed Duel: Battle City Box,1.15
87772572,Quantum Cat,Trap Card,trap,Activate this card by declaring 1 Monster Type and 1 Attribute; Special Summon this card as a Normal Monster (Level 4/ATK 0/DEF 2200) with that Type and Attribute. (This card is also still a Trap Card.),,,,Continuous,,,,SBCB-EN200,(C),Speed Duel: Battle City Box,1.39
12503902,Rare Metalmorph,Trap Card,trap,"Activate this card by targeting 1 Machine-Type monster on the field; it gains 500 ATK. Once, negate a Spell effect that targets that monster. When that monster leaves the field, destroy this card.",,,,Continuous,,,,SBCB-EN080,(C),Speed Duel: Battle City Box,1.12
74677422,Red-Eyes Black Dragon,Normal Monster,normal,''A ferocious dragon with a deadly attack.'',2400.0,2000.0,7.0,Dragon,DARK,Red-Eyes,,SBCB-EN167,(C),Speed Duel: Battle City Box,7.54
70821187,Regenerating Mummy,Effect Monster,effect,When this card is sent from your hand to your Graveyard by an opponent's card effect: Return this card to the hand.,1800.0,1500.0,4.0,Zombie,DARK,,,SBCB-EN177,(C),Speed Duel: Battle City Box,1.23
32807846,Reinforcement of the Army,Spell Card,spell,Add 1 Level 4 or lower Warrior monster from your Deck to your hand.,,,,Normal,,,"{'ban_tcg': 'Limited', 'ban_ocg': 'Limited', 'ban_goat': 'Semi-Limited'}",SBCB-EN160,(C),Speed Duel: Battle City Box,1.22
31066283,Revival of Dokurorider,Spell Card,spell,"This card is used to Ritual Summon ""Dokurorider"". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.",,,,Ritual,,,,SBCB-EN187,(C),Speed Duel: Battle City Box,1.11
70344351,Riryoku Field,Trap Card,trap,"When a Spell Card that targets exactly 1 monster on the field (and no other cards) is activated: Negate the activation, and if you do, destroy it.",,,,Counter,,,,SBCB-EN059,(C),Speed Duel: Battle City Box,0.95
300302017,Rise of the Fallen,Skill Card,skill,"Activate this Skill during your Main Phase. Special Summon 1 Level 4 or lower Fairy monster from your GY in Defense Position, and gain LP equal to its original ATK. This Skill can only be used once per Duel.",,,,Ishizu Ishtar,,,,SBCB-ENS13,(C),Speed Duel: Battle City Box,1.12
300302002,Ritual Ceremony,Skill Card,skill,"Activate this Skill during your Main Phase. Once per Duel, you can reveal 1 Ritual Monster from your hand, then add 1 Ritual Spell from your Deck to your hand that can Ritual Summon that monster.",,,,Emma,,,,SBCB-ENS18,(C),Speed Duel: Battle City Box,1.2
34334692,Ritual Raven,Effect Monster,effect,"If you Ritual Summon a DARK Ritual Monster, this 1 card can be used as the entire Tribute.",300.0,300.0,1.0,Fiend,DARK,,,SBCB-EN115,(C),Speed Duel: Battle City Box,1.16
20781762,Rock Bombardment,Trap Card,trap,Send 1 Rock monster from your Deck to the GY; inflict 500 damage to your opponent.,,,,Normal,,,,SBCB-EN037,(C),Speed Duel: Battle City Box,1
30860696,Rocket Warrior,Effect Monster,effect,"During your Battle Phase, this card cannot be destroyed by battle and you take no battle damage from attacks involving this card. If this card attacks a monster, after damage calculation: That attack target loses 500 ATK until the end of this turn.",1500.0,1300.0,4.0,Warrior,LIGHT,,,SBCB-EN172,(C),Speed Duel: Battle City Box,1.14
91597389,Roll Out!,Trap Card,trap,Target 1 Union monster in your Graveyard; equip that target to a monster you control that would be an appropriate target for that Union monster's effect.,,,,Normal,,,,SBCB-EN081,(C),Speed Duel: Battle City Box,1.08
93382620,Rope of Life,Trap Card,trap,"When a monster(s) is destroyed by battle and sent to your GY: Discard your entire hand (min.1), then target 1 of those monsters; Special Summon it, and if you do, it gains 800 ATK.",,,,Normal,,,,SBCB-EN144,(C),Speed Duel: Battle City Box,1.05
66602787,Saggi the Dark Clown,Normal Monster,normal,This clown appears from nowhere and executes very strange moves to avoid enemy attacks.,600.0,1500.0,3.0,Spellcaster,DARK,,,SBCB-EN088,(C),Speed Duel: Battle City Box,1.13
1802450,Sealing Ceremony of Mokuton,Trap Card,trap,"Once per turn, you can Tribute 1 face-up EARTH monster to select up to 2 cards in the opponent's Graveyard, and remove them from play.",,,,Continuous,,,,SBCB-EN038,(C),Speed Duel: Battle City Box,1.07
87303357,Shining Abyss,Normal Monster,normal,This monster employs the powers of both Light and Darkness.,1600.0,1800.0,4.0,Fairy,LIGHT,,,SBCB-EN108,(C),Speed Duel: Battle City Box,1.2
55713623,Shrink,Spell Card,spell,Target 1 face-up monster on the field; its original ATK becomes halved until the end of this turn.,,,,Quick-Play,,,,SBCB-EN099,(C),Speed Duel: Battle City Box,1.14
42534368,Silent Doom,Spell Card,spell,"Target 1 Normal Monster in your Graveyard; Special Summon it in face-up Defense Position, but it cannot attack.",,,,Normal,,,,SBCB-EN101,(C),Speed Duel: Battle City Box,1.17
60694662,Skelengel,Flip Effect Monster,effect,FLIP: Draw 1 card.,900.0,400.0,2.0,Fairy,LIGHT,,,SBCB-EN131,(C),Speed Duel: Battle City Box,1.13
88901771,Skilled Blue Magician,Effect Monster,effect,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Gaia The Fierce Knight"" monster from your hand, Deck, or Graveyard. You can banish this card from your Graveyard, then target 1 card you control that you can place a Spell Counter on; place 1 Spell Counter on it.",1800.0,1800.0,4.0,Spellcaster,LIGHT,,,SBCB-EN181,(C),Speed Duel: Battle City Box,1.19
65338781,Skilled Red Magician,Effect Monster,effect,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Archfiend"" monster from your hand, Deck, or Graveyard. You can banish this card from your Graveyard, then target 1 card you control that you can place a Spell Counter on; place 1 Spell Counter on it.",1600.0,1600.0,4.0,Spellcaster,DARK,Archfiend,,SBCB-EN009,(C),Speed Duel: Battle City Box,1.11
46363422,Skilled White Magician,Effect Monster,effect,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Buster Blader"" from your hand, Deck, or Graveyard.",1700.0,1900.0,4.0,Spellcaster,LIGHT,,,SBCB-EN007,(C),Speed Duel: Battle City Box,1.16
10000020,Slifer the Sky Dragon,Effect Monster,effect,"Requires 3 Tributes to Normal Summon (cannot be Normal Set). This card's Normal Summon cannot be negated. When Normal Summoned, cards and effects cannot be activated. Once per turn, during the End Phase, if this card was Special Summoned: Send it to the GY. Gains 1000 ATK/DEF for each card in your hand. If a monster(s) is Normal or Special Summoned to your opponent's field in Attack Position: That monster(s) loses 2000 ATK, then if its ATK has been reduced to 0 as a result, destroy it.",0.0,0.0,10.0,Divine-Beast,DIVINE,Egyptian God,,SBCB-EN201,(ScR),Speed Duel: Battle City Box,3.61
93377803,Solitary Sword of Poison,Spell Card,spell,"Equip only to a monster you control. If the equipped monster battles an opponent's monster, the equipped monster's original ATK/DEF is doubled during damage calculation only. If you control a monster other than the equipped monster, send this card to the GY. You can only control 1 ""Solitary Sword of Poison"".",,,,Equip,,,,SBCB-EN078,(C),Speed Duel: Battle City Box,0.97
76297408,Soul Demolition,Trap Card,trap,You can only activate this card's effect when you have a Fiend-Type monster on your side of the field. Pay 500 Life Points to use this effect. Both players select 1 Monster Card from their opponent's Graveyard. Remove the selected cards from play.,,,,Continuous,,,,SBCB-EN125,(C),Speed Duel: Battle City Box,1.09
68005187,Soul Exchange,Spell Card,spell,"Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that target, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.",,,,Normal,,,,SBCB-EN098,(C),Speed Duel: Battle City Box,1.57
31553716,Spear Dragon,Effect Monster,effect,"During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent. If this card attacks, it is changed to Defense Position at the end of the Damage Step.",1900.0,0.0,4.0,Dragon,WIND,,,SBCB-EN095,(C),Speed Duel: Battle City Box,1.15
84636823,Spell Canceller,Effect Monster,effect,"Spell Cards, and their effects on the field, cannot be activated. Negate all Spell effects on the field.",1800.0,1600.0,5.0,Machine,WIND,,,SBCB-EN174,(C),Speed Duel: Battle City Box,1.35
300302018,Spell of Mask,Skill Card,skill,"Activate the following Skill(s).
● If a Ritual Summoned ""The Masked Beast"" you control is destroyed by an opponent's card effect, you can Special Summon ""Masked Beast Des Gardius"" from your hand, Deck or GY, ignoring its Summoning conditions.
● You can Tribute 1 ""Masked Beast Des Gardius"", then add 1 ""The Masked Beast"" and 1 ""Curse of the Masked Beast"" from your Deck and/or GY to your hand.
Each of these Skills can only be used once per Duel.",,,,Lumis Umbra,,,,SBCB-ENS08,(C),Speed Duel: Battle City Box,0.00
300302053,Spell of Mask (Skill Card),Skill Card,skill,"Activate the following Skill(s).
● If a Ritual Summoned ""The Masked Beast"" you control is destroyed by an opponent's card effect, you can Special Summon ""Masked Beast Des Gardius"" from your hand, Deck or GY, ignoring its Summoning conditions.
● You can Tribute 1 ""Masked Beast Des Gardius"", then add 1 ""The Masked Beast"" and 1 ""Curse of the Masked Beast"" from your Deck and/or GY to your hand.
Each of these Skills can only be used once per Duel.",,,,Lumis and Umb,,,,SBCB-ENS08,(C),Speed Duel: Battle City Box,0
1669772,Spell Purification,Trap Card,trap,Discard 1 card from your hand. Destroy all face-up Continuous Spell Cards.,,,,Normal,,,,SBCB-EN196,(C),Speed Duel: Battle City Box,1.06
69112325,Spiritual Forest,Spell Card,spell,"Each turn, the first face-up Beast, Beast-Warrior, or Plant-Type monster you control that would be destroyed by battle, is not destroyed.",,,,Continuous,,,,SBCB-EN056,(C),Speed Duel: Battle City Box,1.23
13210191,Storm,Spell Card,spell,"Destroy as many Spell/Trap Cards you control as possible, then destroy as many Spell/Trap Cards your opponent controls as possible, up to the number of cards destroyed by this effect.",,,,Normal,,,,SBCB-EN191,(C),Speed Duel: Battle City Box,1.1
41006930,Strike Ninja,Effect Monster,effect,"(Quick Effect): You can banish 2 DARK monsters from your GY; banish this face-up card until the End Phase. You can only use this effect of ""Strike Ninja"" once per turn.",1700.0,1200.0,4.0,Warrior,DARK,Ninja,,SBCB-EN175,(C),Speed Duel: Battle City Box,1.1
50277973,Swamp Mirrorer,Trap Card,trap,Activate this card by declaring 1 Monster Type and 1 Attribute; Special Summon this card as a Normal Monster (Level 4/ATK 1800/DEF 1000) with that Type and Attribute. (This card is also still a Trap Card.),,,,Continuous,,,,SBCB-EN199,(C),Speed Duel: Battle City Box,1.14
41872150,Swarm of Locusts,Effect Monster,effect,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Target 1 Spell/Trap Card your opponent controls; destroy that target.,1000.0,500.0,3.0,Insect,DARK,,,SBCB-EN153,(C),Speed Duel: Battle City Box,1.23
15383415,Swarm of Scarabs,Effect Monster,effect,Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: Target 1 monster your opponent controls; destroy that target.,500.0,1000.0,3.0,Insect,DARK,,,SBCB-EN152,(C),Speed Duel: Battle City Box,1.24
16589042,Swift Gaia the Fierce Knight,Effect Monster,effect,"If this is the only card in your hand, you can Normal Summon it without Tributing.",2300.0,2100.0,7.0,Warrior,DARK,Gaia The Fierce Knight,,SBCB-EN005,(C),Speed Duel: Battle City Box,1.23
50005633,Swordstalker,Normal Monster,normal,A monster formed by the vengeful souls of those who passed away in battle.,2000.0,1600.0,6.0,Warrior,DARK,,,SBCB-EN089,(C),Speed Duel: Battle City Box,1.11
82386016,The Big Cattle Drive,Spell Card,spell,"If you control a Beast, Beast-Warrior, or Winged Beast-Type monster: Draw 1 card for each of those Monster Types you control. You cannot activate other Spell/Trap Cards or effects during the turn you activate this card.",,,,Normal,,,,SBCB-EN058,(C),Speed Duel: Battle City Box,1.07
1689516,The Big March of Animals,Spell Card,spell,"Until the end of this turn, all face-up Beast-Type monsters on your side of the field gain 200 ATK for each Beast-Type monster on your side of the field.",,,,Quick-Play,,,,SBCB-EN055,(C),Speed Duel: Battle City Box,1.1
